,Lying,Sitting,StairClimbing,Standing,Walking,Wheeling
Lying,0.9670175438596491,0.0077192982456140355,0.004912280701754386,0.009824561403508772,0.002105263157894737,0.008421052631578947
Sitting,0.010961214165261383,0.9568414839797639,0.001,0.00927487352445194,0.01011804384485666,0.011804384485666104
StairClimbing,0.001,0.001,0.9684285714285714,0.015714285714285715,0.012857142857142857,0.001
Standing,0.009456264775413711,0.01024428684003152,0.007880220646178092,0.950354609929078,0.01103230890464933,0.01103230890464933
Walking,0.005321979776476849,0.006386375731772219,0.0015965939329430547,0.006918573709419904,0.9733901011176157,0.006386375731772219
Wheeling,0.006521739130434782,0.007608695652173913,0.001,0.007608695652173913,0.006521739130434782,0.9707391304347827
0,1.4290878419086636e-05
1,1.529099891553199e-05
2,2.2641282082178578e-05
3,8.434751174840342e-06
4,2.2171345945294612e-05
5,0.9999171707434631
